real,prediction,vectorDif
1.4951098396934088,-0.5859846559854126,0.7321021991182468
-0.7552978763283593,-0.20603073838957642,0.7094057236588681
-0.17112834224598736,1.5638703821910585,0.5916065452472913
1.6525276335873154,0.21598270942113523,0.593577171518957
-0.5675261103467855,1.546507617449802,0.6028361710735434
0.048664287259355524,0.4574878902045278,0.5815370356600738
-0.5859846559854126,-0.03362700921380817,0.600650669361112
1.119864093503669,0.9798760165311304,0.6977041555141977
0.3491353444983833,0.7115936686631527,0.7466294305098108
-0.26116221019435637,-2.5501032026100168,0.6077402195992638
1.5638703821910585,-0.6154049761778764,0.603573174943809
0.21598270942113523,1.3547886415299417,0.6559222766302082
1.546507617449802,0.14105043992209762,0.6667566062683641
-0.7756263168558579,2.077334430275588,0.6408190202044712
-0.20603073838957642,0.4574878902045278,0.6001273880729235
-0.7571152252003184,-0.3354028338695365,0.6431164379216907
0.4775390082736327,-2.5501032026100168,0.6000378335367558
1.602256699576871,-0.6154049761778764,0.5605750024965215
-0.028200789622115828,-0.842133404625044,0.5764225514807606
1.0659579927012524,-0.06012290026565797,0.6684510687922847
1.4104745123721256,-0.06012290026565797,0.6733647444577969
0.6692330074487947,-0.7591186817256,0.7015401046218674
0.163208207041269,-1.5972306571116213,0.7642437869128024
-1.5154994259471795,0.5495908982407784,0.7684981714634537
-0.5480703356930852,-1.510186707446835,0.8361828819568335
0.06283918880319064,0.754106050709582,0.8151499887136942
1.3666106896751482,2.8395275305036405,0.6598598233284793
0.3603126425110345,-0.3147602253709994,0.6634788048453931
0.0,0.4574878902045278,0.8143101373556644
-0.2897374810374062,-0.6704854619302542,0.8443377765152429
-0.6791309352518007,-1.0083604569532096,0.9077601205195952
0.10947222862410563,1.5489306545690125,0.8059886493631306
1.0420911684228864,0.423045911034559,0.9502248512911151
-0.9971181556195906,-0.842133404625044,0.9729141449763514
-0.04033530907787374,-0.06012290026565797,0.9756325149394484
4.692695861794797,2.077334430275588,0.8654341151915066
-0.9913466706479546,0.1785645481755229,0.6109081831904756
-0.6467248514729355,-0.3354028338695365,0.5856103201177908
-0.6191461760717109,-0.034213767620078654,0.5999285629260819
-0.053035128066662565,-0.6154049761778764,0.760431227471075
0.754106050709582,1.3547886415299417,0.71208101665976
2.8395275305036405,-1.8155665061567374,0.6990835229850113
-0.0061122305672727,-0.9562019391507902,0.730105519772045
-0.9435674106332802,0.38934013559777975,0.8557693180874135
0.18785601745243136,-3.310189958448109,0.7824853261571751
-0.9780918678722947,-0.6704854619302542,0.7595942160878659
-0.5846268567678775,0.21197004425211022,0.7630658772581967
0.6968222502552992,-0.34985805334622466,0.7632774904560826
