real,prediction,vectorDif
1.353256272906693,1.8239299610894943,0.08616469025189111
0.6241134751773018,-0.44779157337676767,0.17901103480539007
3.6764705882352944,-6.043513295729251,0.1108502738880523
0.20630710285882786,-2.112676056338027,0.2166852190202142
-1.0210035005834346,1.5473887814313323,0.11928000655229701
-0.2037845705967985,2.44926522043388,0.05264582730060402
-0.34812880765882637,-1.2287887653598646,0.07302647503144877
0.6423357664233543,4.98052309404563,0.13387765990366207
0.8242566970856673,0.20813623462629977,0.16643484894798322
1.1915400655346993,1.0129969418960267,0.12464886360710525
3.4514637904468333,1.0129969418960267,0.2294305169200348
3.1468531468531533,-0.3440063508864847,0.10634337915897202
2.743305029392553,-3.66688756350785,0.07664946255324165
0.09807126511932375,-0.1862775535548037,0.09489557945204036
-0.6495615459564771,0.5913827090960317,0.10396480475612746
1.3162224415926245,-1.352825660047998,0.006961670664834732
1.3000000000000018,1.304155614500434,0.019214997455021823
-0.23279015630196304,0.4692632566870081,0.10848753220487417
3.297835795259364,0.7950358735698984,0.07353711546526306
-2.544358888516912,0.043563493792208946,0.003229759817057004
0.23489932885906134,0.5802219979818286,0.09727768503195197
0.5059021922428403,-0.0814332247556986,0.0907972510536994
1.4021887824897405,-3.360849056603775,0.12863233084039138
1.0366275051831277,3.668261562998412,0.03896529435824517
-1.831750339213023,-4.71270161290322,0.08809818295871322
0.5457025920873129,-0.8448382443849242,0.12142947796201153
-0.5427408412483045,-2.1167283189477892,0.0603486922878079
-1.6021361815754354,-0.8762886597938049,0.22954835901693987
0.2677376171352137,-0.5384615384615407,0.5362028169315549
4.695164681149263,-1.1374779368503734,0.0773170278032691
-1.7555938037865801,-2.4188790560471984,0.0698374387644094
1.466992665036681,-0.1658374792703214,0.05649923540880908
-1.1736278909216427,0.47196002220986844,0.027652772978064066
-0.9233926128590957,-0.6753990994678638,0.10498728377701202
-1.3162335470806634,-2.705223880597007,0.07690357170505682
0.13518080432578286,1.3282732447817893,0.038660251030616447
-0.23600809170600232,-3.5433953801300855,0.2821693458557776
1.2632297712529907,-0.07863695937090731,0.8693836113717059
-4.871711594673595,1.4282919193895598,0.057072953614963784
2.770360480640849,-1.9191691126665194,0.07084323199462728
-2.0594965675057177,-3.364527629233523,0.04715313360903134
0.9904258831297481,-2.971338417039186,0.03438986801272226
1.372155287817939,-3.064257946489816,0.17427855643978774
-3.3009708737864067,-0.8034433285509358,0.1371819645618284
-1.2464046021093018,-1.0823653643083517,0.09417701821660228
-2.705223880597007,0.1192605843768609,0.07113888139670091
0.03110419906686784,-4.172848664688427,0.024582593568570288
-0.1862775535548037,6.439779906256361,0.07043564750243653
-0.7395993836671864,0.4561581348200702,0.02817989822430561
1.216469120399253,-1.0044843049327397,0.10638057530296924
-0.773754255648406,1.6815286624203736,0.13849596911097295
2.0208399115882556,-3.2736120327361293,0.12275535551396069
-1.6764979819931671,0.30030030030029875,0.09523351150872024
-0.09305210918114497,0.8952737872163226,0.02728839136343897
-1.4368694588810726,0.42595840641443683,0.03797096502649311
1.6785825303077373,1.5920398009950265,0.04157067832088414
1.8360240582462863,-1.4919354838709717,0.04495679530091741
0.03166561114630007,4.354838709677413,0.10597425425117739
-0.4413619167717546,0.5770816158285267,0.06645431115080985
0.09466708740926974,1.7327766179540676,0.06672019908167481
-2.612169637369385,-3.004622496147906,0.18119092281796112
2.262727844123189,-0.1221001221001195,0.10283909870239061
1.2086513994910908,-0.7221259387637204,0.15282245889566815
2.6444662095984404,0.42595840641443683,0.04876952947853486
1.5920398009950265,-0.5703992794956614,0.10203075787474573
1.754978062774214,-4.320068099595661,0.016966244609856664
0.03376097231599598,1.5591778880226879,0.25119211190535284
-1.5292553191489273,-1.1503217001364716,0.24219716673255776
-3.092783505154642,-2.4360160345359207,0.2435084567627568
3.1914893617021307,-0.756429652042353,0.09635925225537117
0.16650016650015703,-0.9476177941563554,0.18545255461652266
-1.4763779527559033,-6.426293843512397,0.2705681160728095
2.5227043390514634,-8.579154375614557,0.20751070117002168
-2.6203734032099595,1.3870365430781435,0.6827617821125107
